,,a_saddr,b_saddr,a_saddr_asn,a_saddr_asorg,b_saddr_asn,b_saddr_asorg
76713817,2018-05-07,1654599251,1075607941,395766,CloudPBX,32222,AccessLine Communications Corp.
78628336,2018-05-30,3227975507,1075607941,393755,CloudPBX,32222,AccessLine Communications Corp.
64988541,2018-01-08,3227975506,1075607942,393755,CloudPBX,32222,AccessLine Communications Corp.
66247458,2018-01-24,3227975250,1075607942,395152,CloudPBX,32222,AccessLine Communications Corp.
73922524,2018-04-09,3227975507,1075607942,393755,CloudPBX,32222,AccessLine Communications Corp.
65594946,2018-01-16,3227975507,1075607946,393755,CloudPBX,32222,AccessLine Communications Corp.
71151915,2018-03-13,3227975250,1075607946,395152,CloudPBX,32222,AccessLine Communications Corp.
76198498,2018-05-01,3227975251,1075607946,395152,CloudPBX,32222,AccessLine Communications Corp.
77732932,2018-05-16,3227975506,1075607946,393755,CloudPBX,32222,AccessLine Communications Corp.
65826839,2018-01-18,3227975250,1075607947,395152,CloudPBX,32222,AccessLine Communications Corp.
67237307,2018-02-05,3227975507,1075607948,393755,CloudPBX,32222,AccessLine Communications Corp.
69055381,2018-02-22,3227975506,1075607948,393755,CloudPBX,32222,AccessLine Communications Corp.
66337663,2018-01-25,3227975250,1075608083,395152,CloudPBX,20385,AccessLine Communications Corp.
66950285,2018-02-01,3227975506,1075608083,393755,CloudPBX,20385,AccessLine Communications Corp.
76879105,2018-05-08,3227975506,1075608087,393755,CloudPBX,20385,AccessLine Communications Corp.
78628705,2018-05-30,3227975507,1075608087,393755,CloudPBX,20385,AccessLine Communications Corp.
65043391,2018-01-09,1654599251,1075608090,395766,CloudPBX,20385,AccessLine Communications Corp.
70107691,2018-03-05,3227975250,1075608090,395152,CloudPBX,20385,AccessLine Communications Corp.
75639027,2018-04-25,3227975506,1075608090,393755,CloudPBX,20385,AccessLine Communications Corp.
71536625,2018-03-16,3227975506,1075608091,393755,CloudPBX,20385,AccessLine Communications Corp.
73619335,2018-04-05,3227975507,1075608091,393755,CloudPBX,20385,AccessLine Communications Corp.
65517796,2018-01-15,1654599250,1075608093,395766,CloudPBX,20385,AccessLine Communications Corp.
66200406,2018-01-24,3227975507,1075608093,393755,CloudPBX,20385,AccessLine Communications Corp.
69496327,2018-02-27,3227975506,1075608093,393755,CloudPBX,20385,AccessLine Communications Corp.
73962272,2018-04-09,3227975250,1075608093,395152,CloudPBX,20385,AccessLine Communications Corp.
74037812,2018-04-10,3227975251,1075608093,395152,CloudPBX,20385,AccessLine Communications Corp.
64918835,2018-01-08,3227975507,1075608099,393755,CloudPBX,20385,AccessLine Communications Corp.
77137227,2018-05-09,3227975251,1075608099,395152,CloudPBX,20385,AccessLine Communications Corp.
74650298,2018-04-16,1654599250,1075608101,395766,CloudPBX,20385,AccessLine Communications Corp.
76524548,2018-05-04,3227975507,1075608101,393755,CloudPBX,20385,AccessLine Communications Corp.
78187107,2018-05-23,1654599251,1075608101,395766,CloudPBX,20385,AccessLine Communications Corp.
64992590,2018-01-08,3227975506,1075608102,393755,CloudPBX,20385,AccessLine Communications Corp.
65258349,2018-01-11,3227975507,1075608103,393755,CloudPBX,20385,AccessLine Communications Corp.
66957673,2018-02-01,3227975250,1075608103,395152,CloudPBX,20385,AccessLine Communications Corp.
71870671,2018-03-20,3227975506,1075608103,393755,CloudPBX,20385,AccessLine Communications Corp.
75033411,2018-04-19,3227975251,1075608103,395152,CloudPBX,20385,AccessLine Communications Corp.
65175671,2018-01-10,3227975507,1075608117,393755,CloudPBX,20385,AccessLine Communications Corp.
65825027,2018-01-18,3227975250,1075608117,395152,CloudPBX,20385,AccessLine Communications Corp.
66178933,2018-01-24,3227975506,1075608117,393755,CloudPBX,20385,AccessLine Communications Corp.
78190078,2018-05-23,1654599251,1075608117,395766,CloudPBX,20385,AccessLine Communications Corp.
65692925,2018-01-17,3227975506,1075608145,393755,CloudPBX,20385,AccessLine Communications Corp.
66647860,2018-01-30,3227975507,1075608145,393755,CloudPBX,20385,AccessLine Communications Corp.
74252381,2018-04-11,3227975251,1075608150,395152,CloudPBX,20385,AccessLine Communications Corp.
75096238,2018-04-20,3227975507,1075608150,393755,CloudPBX,20385,AccessLine Communications Corp.
65754671,2018-01-18,3227975506,1075608194,393755,CloudPBX,20385,AccessLine Communications Corp.
68443690,2018-02-16,3227975251,1075608194,395152,CloudPBX,20385,AccessLine Communications Corp.
76867452,2018-05-08,3227975507,1075608194,393755,CloudPBX,20385,AccessLine Communications Corp.
76984039,2018-05-08,3227975250,1075608194,395152,CloudPBX,20385,AccessLine Communications Corp.
65537075,2018-01-15,3227975507,1075608195,393755,CloudPBX,20385,AccessLine Communications Corp.
70517333,2018-03-08,3227975506,1075608195,393755,CloudPBX,20385,AccessLine Communications Corp.
72884264,2018-03-29,1654599251,1075608195,395766,CloudPBX,20385,AccessLine Communications Corp.
65595006,2018-01-16,3227975506,1075608196,393755,CloudPBX,20385,AccessLine Communications Corp.
78137666,2018-05-23,1654599250,1075608196,395766,CloudPBX,20385,AccessLine Communications Corp.
64650396,2018-01-03,3227975251,1075608197,395152,CloudPBX,20385,AccessLine Communications Corp.
65175227,2018-01-10,3227975506,1075608197,393755,CloudPBX,20385,AccessLine Communications Corp.
65271762,2018-01-11,3227975507,1075608197,393755,CloudPBX,20385,AccessLine Communications Corp.
74650448,2018-04-16,1654599250,1075608197,395766,CloudPBX,20385,AccessLine Communications Corp.
75726401,2018-04-26,1654599251,1075608197,395766,CloudPBX,20385,AccessLine Communications Corp.
67576063,2018-02-07,3227975506,1075608198,393755,CloudPBX,20385,AccessLine Communications Corp.
70511382,2018-03-08,1654599251,1075608198,395766,CloudPBX,20385,AccessLine Communications Corp.
70973367,2018-03-12,3227975507,1075608198,393755,CloudPBX,20385,AccessLine Communications Corp.
76821278,2018-05-07,3227975250,1075608198,395152,CloudPBX,20385,AccessLine Communications Corp.
66180276,2018-01-24,1654599251,1075608212,395766,CloudPBX,20385,AccessLine Communications Corp.
66770513,2018-01-31,3227975507,1075608212,393755,CloudPBX,20385,AccessLine Communications Corp.
71155994,2018-03-13,3227975250,1075608212,395152,CloudPBX,20385,AccessLine Communications Corp.
74170922,2018-04-11,3227975506,1075608212,393755,CloudPBX,20385,AccessLine Communications Corp.
74651235,2018-04-16,1654599250,1075608212,395766,CloudPBX,20385,AccessLine Communications Corp.
64829930,2018-01-05,3227975250,1075608213,395152,CloudPBX,20385,AccessLine Communications Corp.
75111448,2018-04-20,3227975507,1075608213,393755,CloudPBX,20385,AccessLine Communications Corp.
77438816,2018-05-12,3227975506,1075608213,393755,CloudPBX,20385,AccessLine Communications Corp.
78186616,2018-05-23,1654599251,1075608213,395766,CloudPBX,20385,AccessLine Communications Corp.
69012742,2018-02-22,3227975507,1075608214,393755,CloudPBX,20385,AccessLine Communications Corp.
69077155,2018-02-22,3227975506,1075608214,393755,CloudPBX,20385,AccessLine Communications Corp.
72413500,2018-03-22,3227975251,1075608214,395152,CloudPBX,20385,AccessLine Communications Corp.
78346779,2018-05-25,1654599250,1075988276,395766,CloudPBX,13768,Cogeco Peer 1
78647579,2018-05-30,3227975507,1075988276,393755,CloudPBX,13768,Cogeco Peer 1
68183100,2018-02-14,3227975506,1075988277,393755,CloudPBX,13768,Cogeco Peer 1
70525208,2018-03-08,3227975507,1075988277,393755,CloudPBX,13768,Cogeco Peer 1
76549282,2018-05-04,3227975251,1075988277,395152,CloudPBX,13768,Cogeco Peer 1
76146029,2018-05-01,3227975507,1075989075,393755,CloudPBX,13768,Cogeco Peer 1
76407252,2018-05-03,3227975506,1075989075,393755,CloudPBX,13768,Cogeco Peer 1
76271573,2018-05-02,3227975507,1075989077,393755,CloudPBX,13768,Cogeco Peer 1
78225626,2018-05-23,1654599250,1075989077,395766,CloudPBX,13768,Cogeco Peer 1
77106112,2018-05-09,3227975507,1075989110,393755,CloudPBX,13768,Cogeco Peer 1
75855036,2018-04-27,3227975506,1076026949,393755,CloudPBX,13768,Cogeco Peer 1
75880260,2018-04-27,3227975507,1076026949,393755,CloudPBX,13768,Cogeco Peer 1
78376461,2018-05-25,3227975251,1076026949,395152,CloudPBX,13768,Cogeco Peer 1
77341533,2018-05-11,3227975250,1076026952,395152,CloudPBX,13768,Cogeco Peer 1
77538176,2018-05-14,3227975251,1076026952,395152,CloudPBX,13768,Cogeco Peer 1
66708001,2018-01-30,3227975506,1076027090,393755,CloudPBX,13768,Cogeco Peer 1
69794049,2018-03-01,3227975507,1076027090,393755,CloudPBX,13768,Cogeco Peer 1
69117131,2018-02-23,3227975506,1076027111,393755,CloudPBX,13768,Cogeco Peer 1
73955032,2018-04-09,3227975507,1076027111,393755,CloudPBX,13768,Cogeco Peer 1
68719141,2018-02-20,3227975507,1076027113,393755,CloudPBX,13768,Cogeco Peer 1
69440228,2018-02-27,3227975506,1076027113,393755,CloudPBX,13768,Cogeco Peer 1
70770703,2018-03-09,3227975251,1076027113,395152,CloudPBX,13768,Cogeco Peer 1
68028719,2018-02-13,3227975506,1076340128,393755,CloudPBX,7794,Execulink Telecom Inc.
64513506,2018-01-02,3227975506,1076342998,393755,CloudPBX,7794,Execulink Telecom Inc.
64518821,2018-01-02,3227975507,1076342998,393755,CloudPBX,7794,Execulink Telecom Inc.
64762000,2018-01-04,3227975250,1076342998,395152,CloudPBX,7794,Execulink Telecom Inc.
64763796,2018-01-04,3227975251,1076342998,395152,CloudPBX,7794,Execulink Telecom Inc.
70317823,2018-03-06,1654599251,1076342998,395766,CloudPBX,7794,Execulink Telecom Inc.
75682481,2018-04-26,1654599250,1076342998,395766,CloudPBX,7794,Execulink Telecom Inc.
68127726,2018-02-13,3227975250,1076757682,395152,CloudPBX,40029,Novus Entertainment Inc.
77169008,2018-05-10,3227975251,1076757682,395152,CloudPBX,40029,Novus Entertainment Inc.
72487918,2018-03-26,3227975507,1077447518,393755,CloudPBX,15102,WiBand Communications
64535131,2018-01-02,3227975250,1077449335,395152,CloudPBX,15102,WiBand Communications
64562706,2018-01-02,3227975251,1077449335,395152,CloudPBX,15102,WiBand Communications
77953305,2018-05-18,1654599251,1077449335,395766,CloudPBX,15102,WiBand Communications
77821190,2018-05-17,1654599251,1079409924,395766,CloudPBX,6453,TATA COMMUNICATIONS (AMERICA) INC
71531089,2018-03-16,3227975506,1079409925,393755,CloudPBX,6453,TATA COMMUNICATIONS (AMERICA) INC
64600445,2018-01-03,3227975250,1079409928,395152,CloudPBX,6453,TATA COMMUNICATIONS (AMERICA) INC
64611211,2018-01-03,3227975251,1079409928,395152,CloudPBX,6453,TATA COMMUNICATIONS (AMERICA) INC
64749915,2018-01-04,3227975507,1079409928,393755,CloudPBX,6453,TATA COMMUNICATIONS (AMERICA) INC
64937679,2018-01-08,3227975506,1079409928,393755,CloudPBX,6453,TATA COMMUNICATIONS (AMERICA) INC
65172719,2018-01-10,1654599250,1079409928,395766,CloudPBX,6453,TATA COMMUNICATIONS (AMERICA) INC
70171792,2018-03-05,1654599251,1079409928,395766,CloudPBX,6453,TATA COMMUNICATIONS (AMERICA) INC
64520144,2018-01-02,3227975507,1079409929,393755,CloudPBX,6453,TATA COMMUNICATIONS (AMERICA) INC
64621858,2018-01-03,3227975251,1079409929,395152,CloudPBX,6453,TATA COMMUNICATIONS (AMERICA) INC
64642702,2018-01-03,3227975250,1079409929,395152,CloudPBX,6453,TATA COMMUNICATIONS (AMERICA) INC
64926062,2018-01-08,3227975506,1079409929,393755,CloudPBX,6453,TATA COMMUNICATIONS (AMERICA) INC
70110097,2018-03-05,1654599251,1079409929,395766,CloudPBX,6453,TATA COMMUNICATIONS (AMERICA) INC
70282788,2018-03-06,1654599250,1079409929,395766,CloudPBX,6453,TATA COMMUNICATIONS (AMERICA) INC
64769519,2018-01-04,3227975506,1081962349,393755,CloudPBX,53802,382 Communications Corporation
67833681,2018-02-09,3227975250,1081962349,395152,CloudPBX,53802,382 Communications Corporation
71335351,2018-03-15,1654599250,1081962349,395766,CloudPBX,53802,382 Communications Corporation
71579474,2018-03-16,3227975507,1081962349,393755,CloudPBX,53802,382 Communications Corporation
73340092,2018-04-03,3227975507,1082758426,393755,CloudPBX,21949,Beanfield Technologies Inc.
64515199,2018-01-02,3227975506,1082947124,393755,CloudPBX,40788,Start Communications
64515735,2018-01-02,3227975507,1082947124,393755,CloudPBX,40788,Start Communications
66131666,2018-01-23,1654599251,1082947124,395766,CloudPBX,40788,Start Communications
78126523,2018-05-23,3227975251,1082947124,395152,CloudPBX,40788,Start Communications
78128061,2018-05-23,3227975250,1082947124,395152,CloudPBX,40788,Start Communications
78136964,2018-05-23,1654599250,1082947124,395766,CloudPBX,40788,Start Communications
64510398,2018-01-02,3227975506,1082947125,393755,CloudPBX,40788,Start Communications
64511734,2018-01-02,3227975507,1082947125,393755,CloudPBX,40788,Start Communications
66110222,2018-01-23,1654599250,1082947125,395766,CloudPBX,40788,Start Communications
66127874,2018-01-23,1654599251,1082947125,395766,CloudPBX,40788,Start Communications
66131916,2018-01-23,3227975250,1082947125,395152,CloudPBX,40788,Start Communications
66137278,2018-01-23,3227975251,1082947125,395152,CloudPBX,40788,Start Communications
64552473,2018-01-02,3227975506,1082947184,393755,CloudPBX,40788,Start Communications
64620527,2018-01-03,3227975507,1082947184,393755,CloudPBX,40788,Start Communications
66099210,2018-01-23,3227975251,1082947184,395152,CloudPBX,40788,Start Communications
66123274,2018-01-23,1654599250,1082947184,395766,CloudPBX,40788,Start Communications
66131060,2018-01-23,3227975250,1082947184,395152,CloudPBX,40788,Start Communications
78139608,2018-05-23,1654599251,1082947184,395766,CloudPBX,40788,Start Communications
64718638,2018-01-04,3227975250,1082947281,395152,CloudPBX,40788,Start Communications
64718830,2018-01-04,3227975251,1082947281,395152,CloudPBX,40788,Start Communications
73716103,2018-04-06,3227975506,1082947281,393755,CloudPBX,40788,Start Communications
64504903,2018-01-02,3227975507,1082947488,393755,CloudPBX,40788,Start Communications
64510516,2018-01-02,3227975506,1082947488,393755,CloudPBX,40788,Start Communications
66112955,2018-01-23,1654599251,1082947488,395766,CloudPBX,40788,Start Communications
66116906,2018-01-23,3227975251,1082947488,395152,CloudPBX,40788,Start Communications
78130990,2018-05-23,1654599250,1082947488,395766,CloudPBX,40788,Start Communications
78150042,2018-05-23,3227975250,1082947488,395152,CloudPBX,40788,Start Communications
64505963,2018-01-02,3227975506,1082947564,393755,CloudPBX,40788,Start Communications
64508008,2018-01-02,3227975507,1082947564,393755,CloudPBX,40788,Start Communications
64654235,2018-01-03,3227975251,1082947564,395152,CloudPBX,40788,Start Communications
64677831,2018-01-03,3227975250,1082947564,395152,CloudPBX,40788,Start Communications
66109691,2018-01-23,1654599250,1082947564,395766,CloudPBX,40788,Start Communications
66120368,2018-01-23,1654599251,1082947564,395766,CloudPBX,40788,Start Communications
76210182,2018-05-01,3227975506,1082990846,393755,CloudPBX,6327,Shaw Communications Inc.
68746631,2018-02-20,3227975506,1083627210,393755,CloudPBX,15146,Cable Bahamas
64631338,2018-01-03,3227975507,1084138055,393755,CloudPBX,11774,"Broadvox, LLC"
64631939,2018-01-03,3227975506,1084138055,393755,CloudPBX,11774,"Broadvox, LLC"
64938861,2018-01-08,3227975250,1084138055,395152,CloudPBX,11774,"Broadvox, LLC"
65801704,2018-01-18,1654599251,1084138055,395766,CloudPBX,11774,"Broadvox, LLC"
66033606,2018-01-22,3227975251,1084138055,395152,CloudPBX,11774,"Broadvox, LLC"
70399968,2018-03-07,1654599250,1084138055,395766,CloudPBX,11774,"Broadvox, LLC"
64632059,2018-01-03,3227975507,1084138063,393755,CloudPBX,11774,"Broadvox, LLC"
64943008,2018-01-08,3227975250,1084138063,395152,CloudPBX,11774,"Broadvox, LLC"
64996906,2018-01-08,3227975506,1084138063,393755,CloudPBX,11774,"Broadvox, LLC"
65254156,2018-01-11,1654599250,1084138063,395766,CloudPBX,11774,"Broadvox, LLC"
65642188,2018-01-17,3227975251,1084138063,395152,CloudPBX,11774,"Broadvox, LLC"
70704616,2018-03-09,1654599251,1084138063,395766,CloudPBX,11774,"Broadvox, LLC"
65694597,2018-01-17,3227975507,1084138064,393755,CloudPBX,11774,"Broadvox, LLC"
67587776,2018-02-07,3227975251,1084138064,395152,CloudPBX,11774,"Broadvox, LLC"
68823884,2018-02-20,3227975250,1084138064,395152,CloudPBX,11774,"Broadvox, LLC"
70688315,2018-03-09,1654599251,1084138064,395766,CloudPBX,11774,"Broadvox, LLC"
71211386,2018-03-14,3227975506,1084138064,393755,CloudPBX,11774,"Broadvox, LLC"
64595626,2018-01-03,3227975251,1084138065,395152,CloudPBX,11774,"Broadvox, LLC"
65191818,2018-01-10,3227975506,1084138065,393755,CloudPBX,11774,"Broadvox, LLC"
65381002,2018-01-12,3227975507,1084138065,393755,CloudPBX,11774,"Broadvox, LLC"
65737337,2018-01-17,3227975250,1084138065,395152,CloudPBX,11774,"Broadvox, LLC"
70709357,2018-03-09,1654599250,1084138065,395766,CloudPBX,11774,"Broadvox, LLC"
72999570,2018-03-29,1654599251,1084138065,395766,CloudPBX,11774,"Broadvox, LLC"
64553119,2018-01-02,3227975251,1085557588,395152,CloudPBX,852,TELUS Communications Inc.
64684609,2018-01-03,3227975250,1085557588,395152,CloudPBX,852,TELUS Communications Inc.
69513932,2018-02-27,3227975250,1085600270,395152,CloudPBX,852,TELUS Communications Inc.
69518023,2018-02-27,3227975251,1085600270,395152,CloudPBX,852,TELUS Communications Inc.
66866477,2018-01-31,3227975251,1085600433,395152,CloudPBX,852,TELUS Communications Inc.
66875260,2018-02-01,3227975250,1085600433,395152,CloudPBX,852,TELUS Communications Inc.
72925790,2018-03-29,1654599250,1085856389,395766,CloudPBX,26288,Keewaytinook Okimakanak
78728594,2018-05-31,3227975507,1088696115,393755,CloudPBX,577,Bell Canada
66062718,2018-01-23,3227975506,1088700488,393755,CloudPBX,577,Bell Canada
66081939,2018-01-23,3227975507,1088700488,393755,CloudPBX,577,Bell Canada
66108368,2018-01-23,3227975250,1088700488,395152,CloudPBX,577,Bell Canada
66116206,2018-01-23,1654599250,1088700488,395766,CloudPBX,577,Bell Canada
64713019,2018-01-04,3227975507,1088785454,393755,CloudPBX,577,Bell Canada
64714802,2018-01-04,3227975506,1088785454,393755,CloudPBX,577,Bell Canada
64718364,2018-01-04,3227975250,1088785454,395152,CloudPBX,577,Bell Canada
64754900,2018-01-04,3227975251,1088785454,395152,CloudPBX,577,Bell Canada
64830338,2018-01-05,1654599251,1088785454,395766,CloudPBX,577,Bell Canada
64927029,2018-01-08,1654599250,1088785454,395766,CloudPBX,577,Bell Canada
77652313,2018-05-15,3227975506,1088785852,393755,CloudPBX,577,Bell Canada
77654791,2018-05-15,1654599251,1088785852,395766,CloudPBX,577,Bell Canada
77661936,2018-05-15,1654599250,1088785852,395766,CloudPBX,577,Bell Canada
77690484,2018-05-15,3227975507,1088785852,393755,CloudPBX,577,Bell Canada
77918407,2018-05-18,3227975250,1088785852,395152,CloudPBX,577,Bell Canada
78128483,2018-05-23,3227975251,1088785852,395152,CloudPBX,577,Bell Canada
74534188,2018-04-14,3227975506,1088786873,393755,CloudPBX,577,Bell Canada
76696632,2018-05-07,3227975506,1088896048,393755,CloudPBX,577,Bell Canada
76702990,2018-05-07,3227975507,1088896048,393755,CloudPBX,577,Bell Canada
77767901,2018-05-16,3227975506,1088896161,393755,CloudPBX,577,Bell Canada
77819290,2018-05-17,3227975507,1088896161,393755,CloudPBX,577,Bell Canada
78128948,2018-05-23,3227975250,1088896161,395152,CloudPBX,577,Bell Canada
78155441,2018-05-23,3227975251,1088896161,395152,CloudPBX,577,Bell Canada
78202736,2018-05-23,1654599251,1088896161,395766,CloudPBX,577,Bell Canada
64506983,2018-01-02,3227975506,1088896207,393755,CloudPBX,577,Bell Canada
64514335,2018-01-02,3227975507,1088896207,393755,CloudPBX,577,Bell Canada
66120403,2018-01-23,3227975251,1088896207,395152,CloudPBX,577,Bell Canada
66133813,2018-01-23,1654599250,1088896207,395766,CloudPBX,577,Bell Canada
67644186,2018-02-08,3227975251,1090360458,395152,CloudPBX,19171,Stargate Connections Inc.
68341617,2018-02-15,3227975250,1090360458,395152,CloudPBX,19171,Stargate Connections Inc.
64524761,2018-01-02,3227975251,1090360462,395152,CloudPBX,19171,Stargate Connections Inc.
64526943,2018-01-02,3227975250,1090360462,395152,CloudPBX,19171,Stargate Connections Inc.
67347101,2018-02-06,3227975507,1090360462,393755,CloudPBX,19171,Stargate Connections Inc.
68297085,2018-02-15,3227975506,1090360462,393755,CloudPBX,19171,Stargate Connections Inc.
70657567,2018-03-09,1654599250,1090360462,395766,CloudPBX,19171,Stargate Connections Inc.
77956074,2018-05-18,1654599251,1090360462,395766,CloudPBX,19171,Stargate Connections Inc.
64546161,2018-01-02,3227975251,1090360550,395152,CloudPBX,19171,Stargate Connections Inc.
64552964,2018-01-02,3227975250,1090360550,395152,CloudPBX,19171,Stargate Connections Inc.
69066327,2018-02-22,3227975506,1090360550,393755,CloudPBX,19171,Stargate Connections Inc.
77958399,2018-05-18,1654599251,1090360550,395766,CloudPBX,19171,Stargate Connections Inc.
77960793,2018-05-18,1654599250,1090360550,395766,CloudPBX,19171,Stargate Connections Inc.
77968160,2018-05-18,3227975507,1090360550,393755,CloudPBX,19171,Stargate Connections Inc.
64543013,2018-01-02,3227975250,1090360654,395152,CloudPBX,19171,Stargate Connections Inc.
64561665,2018-01-02,3227975251,1090360654,395152,CloudPBX,19171,Stargate Connections Inc.
69061990,2018-02-22,3227975507,1090360654,393755,CloudPBX,19171,Stargate Connections Inc.
73005727,2018-03-30,3227975506,1090360654,393755,CloudPBX,19171,Stargate Connections Inc.
77957311,2018-05-18,1654599251,1090360654,395766,CloudPBX,19171,Stargate Connections Inc.
77962171,2018-05-18,1654599250,1090360654,395766,CloudPBX,19171,Stargate Connections Inc.
64544304,2018-01-02,3227975250,1090360762,395152,CloudPBX,19171,Stargate Connections Inc.
64546257,2018-01-02,3227975251,1090360762,395152,CloudPBX,19171,Stargate Connections Inc.
64519009,2018-01-02,3227975251,1090360938,395152,CloudPBX,19171,Stargate Connections Inc.
64525318,2018-01-02,3227975250,1090360938,395152,CloudPBX,19171,Stargate Connections Inc.
77959564,2018-05-18,1654599251,1090360938,395766,CloudPBX,19171,Stargate Connections Inc.
77959707,2018-05-18,3227975507,1090360938,393755,CloudPBX,19171,Stargate Connections Inc.
77966389,2018-05-18,1654599250,1090360938,395766,CloudPBX,19171,Stargate Connections Inc.
77967223,2018-05-18,3227975506,1090360938,393755,CloudPBX,19171,Stargate Connections Inc.
64562415,2018-01-02,3227975507,1090361019,393755,CloudPBX,19171,Stargate Connections Inc.
64570645,2018-01-02,3227975506,1090361019,393755,CloudPBX,19171,Stargate Connections Inc.
64572677,2018-01-02,3227975251,1090361019,395152,CloudPBX,19171,Stargate Connections Inc.
64574109,2018-01-02,3227975250,1090361019,395152,CloudPBX,19171,Stargate Connections Inc.
66154155,2018-01-23,1654599250,1090361019,395766,CloudPBX,19171,Stargate Connections Inc.
78184369,2018-05-23,1654599251,1090361019,395766,CloudPBX,19171,Stargate Connections Inc.
64553210,2018-01-02,3227975251,1090361030,395152,CloudPBX,19171,Stargate Connections Inc.
64635649,2018-01-03,3227975250,1090361030,395152,CloudPBX,19171,Stargate Connections Inc.
64680449,2018-01-03,3227975251,1090361954,395152,CloudPBX,19171,Stargate Connections Inc.
64685135,2018-01-03,3227975250,1090361954,395152,CloudPBX,19171,Stargate Connections Inc.
64524929,2018-01-02,3227975250,1090362003,395152,CloudPBX,19171,Stargate Connections Inc.
64526942,2018-01-02,3227975251,1090362003,395152,CloudPBX,19171,Stargate Connections Inc.
67245642,2018-02-05,3227975506,1090362003,393755,CloudPBX,19171,Stargate Connections Inc.
69057803,2018-02-22,3227975507,1090362003,393755,CloudPBX,19171,Stargate Connections Inc.
77953249,2018-05-18,1654599250,1090362003,395766,CloudPBX,19171,Stargate Connections Inc.
77953843,2018-05-18,1654599251,1090362003,395766,CloudPBX,19171,Stargate Connections Inc.
64542637,2018-01-02,3227975250,1090362013,395152,CloudPBX,19171,Stargate Connections Inc.
64542885,2018-01-02,3227975251,1090362013,395152,CloudPBX,19171,Stargate Connections Inc.
77955462,2018-05-18,3227975506,1090362013,393755,CloudPBX,19171,Stargate Connections Inc.
77956277,2018-05-18,1654599250,1090362013,395766,CloudPBX,19171,Stargate Connections Inc.
77957628,2018-05-18,3227975507,1090362013,393755,CloudPBX,19171,Stargate Connections Inc.
77957816,2018-05-18,1654599251,1090362013,395766,CloudPBX,19171,Stargate Connections Inc.
71135720,2018-03-13,3227975251,1090362282,395152,CloudPBX,19171,Stargate Connections Inc.
64614162,2018-01-03,1654599250,1090451719,395766,CloudPBX,46720,Ubity
65401907,2018-01-12,3227975250,1090451719,395152,CloudPBX,46720,Ubity
65904308,2018-01-19,1654599251,1090451719,395766,CloudPBX,46720,Ubity
69081328,2018-02-22,3227975251,1090451719,395152,CloudPBX,46720,Ubity
65859001,2018-01-19,1654599251,1090451720,395766,CloudPBX,46720,Ubity
74151904,2018-04-11,1654599250,1090451720,395766,CloudPBX,46720,Ubity
76000465,2018-04-30,3227975507,1090451720,393755,CloudPBX,46720,Ubity
65795396,2018-01-18,3227975250,1090451721,395152,CloudPBX,46720,Ubity
65859793,2018-01-19,1654599251,1090451721,395766,CloudPBX,46720,Ubity
75846014,2018-04-27,3227975251,1090451721,395152,CloudPBX,46720,Ubity
77253000,2018-05-10,3227975507,1090451721,393755,CloudPBX,46720,Ubity
78310673,2018-05-24,1654599250,1090451721,395766,CloudPBX,46720,Ubity
64576697,2018-01-02,1654599251,1090451722,395766,CloudPBX,46720,Ubity
65968728,2018-01-22,1654599250,1090451722,395766,CloudPBX,46720,Ubity
66922831,2018-02-01,3227975251,1090451722,395152,CloudPBX,46720,Ubity
68821613,2018-02-20,3227975250,1090451722,395152,CloudPBX,46720,Ubity
65466104,2018-01-15,1654599250,1093025795,395766,CloudPBX,22423,Altima Telecom
65703867,2018-01-17,1654599251,1093025795,395766,CloudPBX,22423,Altima Telecom
65033286,2018-01-09,3227975506,1093025944,393755,CloudPBX,22423,Altima Telecom
66043152,2018-01-22,3227975250,1093025944,395152,CloudPBX,22423,Altima Telecom
66079336,2018-01-23,1654599251,1093025944,395766,CloudPBX,22423,Altima Telecom
74189612,2018-04-11,3227975507,1093025944,393755,CloudPBX,22423,Altima Telecom
76453558,2018-05-03,1654599250,1093025944,395766,CloudPBX,22423,Altima Telecom
68940410,2018-02-21,3227975507,1093026696,393755,CloudPBX,22423,Altima Telecom
68953019,2018-02-21,3227975506,1093026696,393755,CloudPBX,22423,Altima Telecom
65336246,2018-01-12,3227975506,1093126580,393755,CloudPBX,13768,Cogeco Peer 1
65570643,2018-01-16,3227975507,1093126580,393755,CloudPBX,13768,Cogeco Peer 1
64655677,2018-01-03,3227975250,1093137252,395152,CloudPBX,13768,Cogeco Peer 1
64659632,2018-01-03,3227975507,1093137252,393755,CloudPBX,13768,Cogeco Peer 1
65004151,2018-01-08,3227975251,1093137252,395152,CloudPBX,13768,Cogeco Peer 1
71459264,2018-03-15,3227975506,1093137252,393755,CloudPBX,13768,Cogeco Peer 1
75455811,2018-04-24,3227975250,1096600392,395152,CloudPBX,577,Bell Canada
75463285,2018-04-24,3227975251,1096600392,395152,CloudPBX,577,Bell Canada
65962381,2018-01-22,3227975506,1096686281,393755,CloudPBX,577,Bell Canada
65971941,2018-01-22,3227975251,1096686281,395152,CloudPBX,577,Bell Canada
65973913,2018-01-22,1654599251,1096686281,395766,CloudPBX,577,Bell Canada
65974013,2018-01-22,1654599250,1096686281,395766,CloudPBX,577,Bell Canada
65974044,2018-01-22,3227975507,1096686281,393755,CloudPBX,577,Bell Canada
