id	ua
1728	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO904
1177	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO9373
1460	ENSR3.0.66.30-IS1-RMRG40820-RG2490-CPO12285
1199	ENSR3.0.66.30-IS1-RMRG40820-RG2490-CPO16826
1098	ENSR3.0.66.30-IS1-RMRG40820-RG2490-CPO19216
1459	ENSR3.0.66.30-IS1-RMRG40820-RG2490-CPO19987
1061	ENSR3.0.66.30-IS1-RMRG40820-RG2490-CPO2236
1382	ENSR3.0.66.30-IS1-RMRG40820-RG2490-CPO24773
1011	ENSR3.0.66.30-IS1-RMRG40820-RG2490-CPO5310
1400	ENSR3.0.66.30-IS1-RMRG40820-RG2490-CPO5676
1249	ENSR3.0.66.30-IS1-RMRG40890-RG2490-CPO23238
1381	ENSR3.0.66.30-IS1-RMRG40890-RG2490-CPO2478
1321	ENSR3.0.66.30-IS1-RMRG40890-RG2490-CPO28082
1585	ENSR3.0.66.30-IS1-RMRG40890-RG2490-CPO4013
1027	ENSR3.0.66.30-IS1-RMRG40890-RG2490-CPO5267
1124	ENSR3.0.66.30-IS1-RMRG40890-RG2490-CPO8199
1179	ENSR3.0.66.30-IS1-RMRG40890-RG2490-CPO8902
1308	ENSR3.0.66.30-IS1-RMRG40891-RG2490-CPO12471
1184	ENSR3.0.66.30-IS1-RMRG40891-RG2490-CPO14054
1726	ENSR3.0.66.30-IS1-RMRG40891-RG2490-CPO16969
1408	ENSR3.0.66.30-IS1-RMRG40891-RG2490-CPO18860
1669	ENSR3.0.66.30-IS1-RMRG40891-RG2490-CPO20387
1512	ENSR3.0.66.30-IS1-RMRG40891-RG2490-CPO23545
1538	ENSR3.0.66.30-IS1-RMRG40891-RG2490-CPO23864
1514	ENSR3.0.66.30-IS1-RMRG40891-RG2490-CPO27036
1401	ENSR3.0.66.30-IS1-RMRG40891-RG2490-CPO27551
1247	ENSR3.0.66.30-IS1-RMRG40891-RG2490-CPO29782
1455	ENSR3.0.66.30-IS1-RMRG40891-RG2490-CPO6707
1484	ENSR3.0.66.30-IS1-RMRG40892-RG2490-CPO1194
1389	ENSR3.0.66.30-IS1-RMRG40892-RG2490-CPO15417
1347	ENSR3.0.66.30-IS1-RMRG40892-RG2490-CPO26396
1717	ENSR3.0.66.30-IS1-RMRG40892-RG2490-CPO6446
1734	ENSR3.0.66.30-IS1-RMRG40892-RG2490-CPO8313
1255	ENSR3.0.66.30-IS1-RMRG40893-RG2490-CPO14325
1014	ENSR3.0.66.30-IS1-RMRG40893-RG2490-CPO17238
1461	ENSR3.0.66.30-IS1-RMRG40893-RG2490-CPO27077
1634	ENSR3.0.66.30-IS1-RMRG40893-RG2490-CPO28181
1243	ENSR3.0.66.30-IS1-RMRG40893-RG2490-CPO2873
1565	ENSR3.0.66.30-IS1-RMRG40893-RG2490-CPO28922
1444	ENSR3.0.66.30-IS1-RMRG40893-RG2490-CPO29889
1237	ENSR3.0.66.30-IS1-RMRG40893-RG2490-CPO3580
1431	ENSR3.0.66.30-IS1-RMRG40893-RG2490-CPO416
1329	ENSR3.0.66.30-IS1-RMRG40893-RG2490-CPO4457
1102	ENSR3.0.66.30-IS1-RMRG40893-RG2490-CPO4906
1616	ENSR3.0.66.30-IS1-RMRG40893-RG2490-CPO53
1636	ENSR3.0.66.30-IS1-RMRG40893-RG2490-CPO6922
1208	ENSR3.0.66.30-IS1-RMRG40894-RG2490-CPO14074
1030	ENSR3.0.66.30-IS1-RMRG40894-RG2490-CPO14350
1690	ENSR3.0.66.30-IS1-RMRG40894-RG2490-CPO18394
1180	ENSR3.0.66.30-IS1-RMRG40894-RG2490-CPO1920
1441	ENSR3.0.66.30-IS1-RMRG40894-RG2490-CPO19294
1494	ENSR3.0.66.30-IS1-RMRG40894-RG2490-CPO24320
1637	ENSR3.0.66.30-IS1-RMRG40894-RG2490-CPO27484
1718	ENSR3.0.66.30-IS1-RMRG40894-RG2490-CPO2783
1319	ENSR3.0.66.30-IS1-RMRG40894-RG2490-CPO8159
1045	ENSR3.0.66.30-IS1-RMRG40895-RG2490-CPO13273
1390	ENSR3.0.66.30-IS1-RMRG40895-RG2490-CPO1497
1623	ENSR3.0.66.30-IS1-RMRG40895-RG2490-CPO16246
1304	ENSR3.0.66.30-IS1-RMRG40895-RG2490-CPO16547
1096	ENSR3.0.66.30-IS1-RMRG40895-RG2490-CPO1714
1135	ENSR3.0.66.30-IS1-RMRG40895-RG2490-CPO24005
1630	ENSR3.0.66.30-IS1-RMRG40895-RG2490-CPO29680
1438	ENSR3.0.66.30-IS1-RMRG40895-RG2490-CPO6701
1666	ENSR3.0.66.30-IS1-RMRG40895-RG2490-CPO6984
1658	ENSR3.0.66.30-IS1-RMRG40895-RG2490-CPO8458
1346	ENSR3.0.66.30-IS1-RMRG40896-RG2490-CPO15384
1328	ENSR3.0.66.30-IS1-RMRG40896-RG2490-CPO17348
1533	ENSR3.0.66.30-IS1-RMRG40896-RG2490-CPO20622
1035	ENSR3.0.66.30-IS1-RMRG40896-RG2490-CPO21426
1052	ENSR3.0.66.30-IS1-RMRG40896-RG2490-CPO22445
1655	ENSR3.0.66.30-IS1-RMRG40896-RG2490-CPO25960
1744	ENSR3.0.66.30-IS1-RMRG40896-RG2490-CPO3251
1568	ENSR3.0.66.30-IS1-RMRG40896-RG2490-CPO372
1712	ENSR3.0.66.30-IS1-RMRG40896-RG2490-CPO6566
1587	ENSR3.0.66.30-IS1-RMRG40896-RG2490-CPO8637
1197	ENSR3.0.66.30-IS1-RMRG40897-RG2490-CPO10056
1541	ENSR3.0.66.30-IS1-RMRG40897-RG2490-CPO14523
1663	ENSR3.0.66.30-IS1-RMRG40897-RG2490-CPO1589
1641	ENSR3.0.66.30-IS1-RMRG40897-RG2490-CPO17812
1303	ENSR3.0.66.30-IS1-RMRG40897-RG2490-CPO24664
1051	ENSR3.0.66.30-IS1-RMRG40897-RG2490-CPO25816
1723	ENSR3.0.66.30-IS1-RMRG40897-RG2490-CPO27912
1727	ENSR3.0.66.30-IS1-RMRG40897-RG2490-CPO283
1294	ENSR3.0.66.30-IS1-RMRG40897-RG2490-CPO29651
1509	ENSR3.0.66.30-IS1-RMRG40897-RG2490-CPO513
1594	ENSR3.0.66.30-IS1-RMRG40897-RG2490-CPO801
1452	ENSR3.0.66.30-IS1-RMRG40898-RG2490-CPO13196
1581	ENSR3.0.66.30-IS1-RMRG40898-RG2490-CPO14484
1421	ENSR3.0.66.30-IS1-RMRG40898-RG2490-CPO17580
1107	ENSR3.0.66.30-IS1-RMRG40898-RG2490-CPO21573
1397	ENSR3.0.66.30-IS1-RMRG40898-RG2490-CPO21972
1440	ENSR3.0.66.30-IS1-RMRG40898-RG2490-CPO6120
1317	ENSR3.0.66.30-IS1-RMRG40910-RG2490-CPO10184
1394	ENSR3.0.66.30-IS1-RMRG40910-RG2490-CPO25029
1088	ENSR3.0.66.30-IS2-RMRG40102-RG2600-CPO1126
1327	ENSR3.0.66.30-IS2-RMRG40102-RG2600-CPO11967
1219	ENSR3.0.66.30-IS2-RMRG40102-RG2600-CPO1679
1072	ENSR3.0.66.30-IS2-RMRG40102-RG2600-CPO17745
1064	ENSR3.0.66.30-IS2-RMRG40102-RG2600-CPO18646
1192	ENSR3.0.66.30-IS2-RMRG40102-RG2600-CPO19321
1292	ENSR3.0.66.30-IS2-RMRG40102-RG2600-CPO2103
1183	ENSR3.0.66.30-IS2-RMRG40102-RG2600-CPO21781
1085	ENSR3.0.66.30-IS2-RMRG40102-RG2600-CPO23385
1089	ENSR3.0.66.30-IS2-RMRG40102-RG2600-CPO3381
1261	ENSR3.0.66.30-IS2-RMRG40102-RG2600-CPO3502
1126	ENSR3.0.66.30-IS2-RMRG40102-RG2600-CPO438
1265	ENSR3.0.66.30-IS2-RMRG40102-RG2600-CPO7335
1189	ENSR3.0.66.30-IS2-RMRG40102-RG2600-CPO9152
3275	ENSR3.0.66.30-IS2-RMRG40190-RG2190-CPO27062
895	ENSR3.0.66.30-IS2-RMRG40200-RG2600-CPO18082
880	ENSR3.0.66.30-IS2-RMRG40200-RG2600-CPO21611
1326	ENSR3.0.66.30-IS2-RMRG40200-RG2600-CPO28911
948	ENSR3.0.66.30-IS2-RMRG40200-RG2600-CPO6922
993	ENSR3.0.66.30-IS2-RMRG40201-RG2600-CPO4367
839	ENSR3.0.66.30-IS2-RMRG40202-RG2600-CPO16661
1451	ENSR3.0.66.30-IS2-RMRG40202-RG2600-CPO19456
892	ENSR3.0.66.30-IS2-RMRG40202-RG2600-CPO26109
1642	ENSR3.0.66.30-IS2-RMRG40202-RG2600-CPO5810
954	ENSR3.0.66.30-IS2-RMRG40202-RG2600-CPO8
1227	ENSR3.0.66.30-IS2-RMRG40203-RG2600-CPO16830
1176	ENSR3.0.66.30-IS2-RMRG40203-RG2600-CPO17007
1201	ENSR3.0.66.30-IS2-RMRG40203-RG2600-CPO8391
883	ENSR3.0.66.30-IS2-RMRG40205-RG2600-CPO2029
1044	ENSR3.0.66.30-IS2-RMRG40205-RG2600-CPO2912
1067	ENSR3.0.66.30-IS2-RMRG40208-RG2600-CPO8324
3294	ENSR3.0.66.30-IS2-RMRG40209-RG2190-CPO12738
3306	ENSR3.0.66.30-IS2-RMRG40311-RG2190-CPO20554
1606	ENSR3.0.66.30-IS2-RMRG40451-RG2600-CPO5794
858	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO10079
984	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO10348
1645	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO11925
1521	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO11978
878	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO12980
1612	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO12986
1741	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO13055
1564	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO13508
1074	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO13528
842	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO13948
1402	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO14138
1662	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO15806
1687	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO16102
991	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO17494
1705	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO17595
1399	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO18003
965	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO18615
1336	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO19583
1487	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO19858
1733	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO2058
838	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO20754
1545	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO23967
1339	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO24789
1667	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO25997
856	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO26093
862	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO26864
1220	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO27287
1181	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO27447
1049	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO28857
886	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO29348
1041	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO29355
1428	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO3050
1406	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO3948
1762	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO4245
1735	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO4780
1689	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO4870
1463	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO4913
1392	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO5204
861	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO535
983	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO5874
1554	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO6431
852	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO6551
974	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO6965
1374	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO7382
1274	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO7458
1742	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO8473
1489	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO8593
1515	ENSR3.0.66.30-IS2-RMRG40570-RG2600-CPO8945
1276	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO11875
1761	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO11948
1391	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO12243
1740	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO13657
1158	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO13859
998	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO14649
1527	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO18898
1709	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO20350
1620	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO20433
1610	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO20526
1454	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO20725
1707	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO20822
907	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO21255
893	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO21827
875	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO24532
849	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO25290
1469	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO25940
853	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO2607
872	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO26822
1539	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO26919
881	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO26972
843	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO27260
1385	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO27380
855	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO27429
840	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO27547
1715	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO28000
1084	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO28779
1038	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO29499
889	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO5393
1684	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO6003
1153	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO630
885	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO7182
871	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO7648
1631	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO8203
1130	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO8510
1618	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO8664
1633	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO8786
904	ENSR3.0.66.30-IS2-RMRG40571-RG2600-CPO8825
3329	ENSR3.0.66.30-IS2-RMRG40572-RG2190-CPO11613
3326	ENSR3.0.66.30-IS2-RMRG40572-RG2190-CPO28935
3323	ENSR3.0.66.30-IS2-RMRG40572-RG2190-CPO9000
3274	ENSR3.0.66.30-IS2-RMRG40770-RG2190-CPO18295
3268	ENSR3.0.66.30-IS2-RMRG40770-RG2190-CPO4136
3266	ENSR3.0.66.30-IS2-RMRG40860-RG2190-CPO17417
3226	ENSR3.0.66.30-IS2-RMRG40860-RG2190-CPO18271
3219	ENSR3.0.66.30-IS2-RMRG40860-RG2190-CPO9151
3258	ENSR3.0.66.30-IS2-RMRG40861-RG2190-CPO1835
3223	ENSR3.0.66.30-IS2-RMRG40861-RG2190-CPO29359
3243	ENSR3.0.66.30-IS2-RMRG40861-RG2190-CPO29534
3249	ENSR3.0.66.30-IS2-RMRG40861-RG2190-CPO8327
932	ENSR3.0.66.30-IS2-RMRG40880-RG2600-CPO10161
918	ENSR3.0.66.30-IS2-RMRG40880-RG2600-CPO11900
921	ENSR3.0.66.30-IS2-RMRG40880-RG2600-CPO13892
973	ENSR3.0.66.30-IS2-RMRG40880-RG2600-CPO29328
909	ENSR3.0.66.30-IS2-RMRG40880-RG2600-CPO7180
3295	ENSR3.0.66.30-IS2-RMRG40890-RG2190-CPO3068
3308	ENSR3.0.66.30-IS2-RMRG40890-RG2190-CPO4343
905	ENSR3.0.66.30-IS2-RMRG40890-RG2600-CPO29045
3292	ENSR3.0.66.30-IS2-RMRG40891-RG2190-CPO21716
3280	ENSR3.0.66.30-IS2-RMRG40891-RG2190-CPO27847
3257	ENSR3.0.66.30-IS2-RMRG40891-RG2190-CPO6558
937	ENSR3.0.66.30-IS2-RMRG40891-RG2600-CPO11477
1676	ENSR3.0.66.30-IS2-RMRG40891-RG2600-CPO14292
1398	ENSR3.0.66.30-IS2-RMRG40891-RG2600-CPO19356
951	ENSR3.0.66.30-IS2-RMRG40891-RG2600-CPO24169
1597	ENSR3.0.66.30-IS2-RMRG40891-RG2600-CPO26357
1660	ENSR3.0.66.30-IS2-RMRG40891-RG2600-CPO3759
1023	ENSR3.0.66.30-IS2-RMRG40891-RG2600-CPO5578
957	ENSR3.0.66.30-IS2-RMRG40892-RG2600-CPO18287
1536	ENSR3.0.66.30-IS2-RMRG40892-RG2600-CPO27956
949	ENSR3.0.66.30-IS2-RMRG40892-RG2600-CPO5762
867	ENSR3.0.66.30-IS2-RMRG40892-RG2600-CPO8472
961	ENSR3.0.66.30-IS2-RMRG40893-RG2600-CPO13922
938	ENSR3.0.66.30-IS2-RMRG40893-RG2600-CPO14988
1312	ENSR3.0.66.30-IS2-RMRG40893-RG2600-CPO9
897	ENSR3.0.66.30-IS2-RMRG40894-RG2600-CPO12786
1313	ENSR3.0.66.30-IS2-RMRG40895-RG2600-CPO14447
990	ENSR3.0.66.30-IS2-RMRG40895-RG2600-CPO19348
1008	ENSR3.0.66.30-IS2-RMRG40895-RG2600-CPO3384
1016	ENSR3.0.66.30-IS2-RMRG40895-RG2600-CPO606
1063	ENSR3.0.66.30-IS2-RMRG40895-RG2600-CPO8221
1077	ENSR3.0.66.30-IS2-RMRG40896-RG2600-CPO15905
958	ENSR3.0.66.30-IS2-RMRG40896-RG2600-CPO16202
1091	ENSR3.0.66.30-IS2-RMRG40896-RG2600-CPO16838
896	ENSR3.0.66.30-IS2-RMRG40896-RG2600-CPO5460
1157	ENSR3.0.66.30-IS2-RMRG40897-RG2600-CPO10337
1725	ENSR3.0.66.30-IS2-RMRG40897-RG2600-CPO15899
933	ENSR3.0.66.30-IS2-RMRG40897-RG2600-CPO18940
1001	ENSR3.0.66.30-IS2-RMRG40897-RG2600-CPO24552
877	ENSR3.0.66.30-IS2-RMRG40897-RG2600-CPO24750
1223	ENSR3.0.66.30-IS2-RMRG40897-RG2600-CPO27659
955	ENSR3.0.66.30-IS2-RMRG40897-RG2600-CPO7369
1503	ENSR3.0.66.30-IS2-RMRG40898-RG2600-CPO8264
1224	ENSR3.0.66.30-IS2-RMRG85-RG2600-CPO13275
498	ENSR3.0.66.30-IS3-RMRG40073-RG2431-CPO28534
1005	ENSR3.0.66.30-IS3-RMRG40894-RG2431-CPO8464
1518	ENSR3.0.66.30-IS3-RMRG40894-RG2432-CPO6222
2477	ENSR3.0.66.30-IS5-RMRG40042-RG2600-CPO28057
2021	ENSR3.0.66.30-IS5-RMRG40192-RG2600-CPO1142
2462	ENSR3.0.66.30-IS5-RMRG40192-RG2600-CPO20805
2308	ENSR3.0.66.30-IS5-RMRG40192-RG2600-CPO8088
2389	ENSR3.0.66.30-IS5-RMRG40200-RG2600-CPO12823
1943	ENSR3.0.66.30-IS5-RMRG40200-RG2600-CPO13656
2485	ENSR3.0.66.30-IS5-RMRG40200-RG2600-CPO14496
2045	ENSR3.0.66.30-IS5-RMRG40200-RG2600-CPO17667
2179	ENSR3.0.66.30-IS5-RMRG40200-RG2600-CPO1878
1966	ENSR3.0.66.30-IS5-RMRG40201-RG2600-CPO26172
2500	ENSR3.0.66.30-IS5-RMRG40201-RG2600-CPO5961
2458	ENSR3.0.66.30-IS5-RMRG40202-RG2600-CPO18568
2355	ENSR3.0.66.30-IS5-RMRG40202-RG2600-CPO25058
2853	ENSR3.0.66.30-IS5-RMRG40202-RG2600-CPO7270
2416	ENSR3.0.66.30-IS5-RMRG40203-RG2600-CPO29672
2475	ENSR3.0.66.30-IS5-RMRG40204-RG2600-CPO24477
2473	ENSR3.0.66.30-IS5-RMRG40204-RG2600-CPO28761
1974	ENSR3.0.66.30-IS5-RMRG40204-RG2600-CPO416
1934	ENSR3.0.66.30-IS5-RMRG40204-RG2600-CPO5471
2413	ENSR3.0.66.30-IS5-RMRG40205-RG2600-CPO11267
2504	ENSR3.0.66.30-IS5-RMRG40205-RG2600-CPO29715
2419	ENSR3.0.66.30-IS5-RMRG40450-RG2600-CPO27163
1880	ENSR3.0.66.30-IS5-RMRG40570-RG2600-CPO11186
1980	ENSR3.0.66.30-IS5-RMRG40570-RG2600-CPO12359
2226	ENSR3.0.66.30-IS5-RMRG40570-RG2600-CPO13305
2394	ENSR3.0.66.30-IS5-RMRG40570-RG2600-CPO13533
2246	ENSR3.0.66.30-IS5-RMRG40570-RG2600-CPO1530
2375	ENSR3.0.66.30-IS5-RMRG40570-RG2600-CPO1565
2339	ENSR3.0.66.30-IS5-RMRG40570-RG2600-CPO15930
2541	ENSR3.0.66.30-IS5-RMRG40570-RG2600-CPO19405
2341	ENSR3.0.66.30-IS5-RMRG40570-RG2600-CPO1983
2006	ENSR3.0.66.30-IS5-RMRG40570-RG2600-CPO21322
1858	ENSR3.0.66.30-IS5-RMRG40570-RG2600-CPO23097
2088	ENSR3.0.66.30-IS5-RMRG40570-RG2600-CPO24647
2162	ENSR3.0.66.30-IS5-RMRG40570-RG2600-CPO26023
2440	ENSR3.0.66.30-IS5-RMRG40570-RG2600-CPO26870
1965	ENSR3.0.66.30-IS5-RMRG40570-RG2600-CPO294
2520	ENSR3.0.66.30-IS5-RMRG40570-RG2600-CPO4461
2384	ENSR3.0.66.30-IS5-RMRG40570-RG2600-CPO4677
2506	ENSR3.0.66.30-IS5-RMRG40570-RG2600-CPO5245
2432	ENSR3.0.66.30-IS5-RMRG40570-RG2600-CPO7365
2494	ENSR3.0.66.30-IS5-RMRG40570-RG2600-CPO7796
1790	ENSR3.0.66.30-IS5-RMRG40570-RG2600-CPO8040
2530	ENSR3.0.66.30-IS5-RMRG40570-RG2600-CPO9958
1770	ENSR3.0.66.30-IS5-RMRG40570-RG2601-CPO15670
1777	ENSR3.0.66.30-IS5-RMRG40570-RG2601-CPO3335
2029	ENSR3.0.66.30-IS5-RMRG40571-RG2600-CPO1243
1964	ENSR3.0.66.30-IS5-RMRG40571-RG2600-CPO12929
2514	ENSR3.0.66.30-IS5-RMRG40571-RG2600-CPO13382
1782	ENSR3.0.66.30-IS5-RMRG40571-RG2600-CPO1461
1811	ENSR3.0.66.30-IS5-RMRG40571-RG2600-CPO14713
2082	ENSR3.0.66.30-IS5-RMRG40571-RG2600-CPO14845
2516	ENSR3.0.66.30-IS5-RMRG40571-RG2600-CPO15444
1820	ENSR3.0.66.30-IS5-RMRG40571-RG2600-CPO15588
2261	ENSR3.0.66.30-IS5-RMRG40571-RG2600-CPO15664
2270	ENSR3.0.66.30-IS5-RMRG40571-RG2600-CPO17120
1799	ENSR3.0.66.30-IS5-RMRG40571-RG2600-CPO17451
2274	ENSR3.0.66.30-IS5-RMRG40571-RG2600-CPO20381
2078	ENSR3.0.66.30-IS5-RMRG40571-RG2600-CPO20482
2024	ENSR3.0.66.30-IS5-RMRG40571-RG2600-CPO22128
2053	ENSR3.0.66.30-IS5-RMRG40571-RG2600-CPO2331
2560	ENSR3.0.66.30-IS5-RMRG40571-RG2600-CPO24481
1947	ENSR3.0.66.30-IS5-RMRG40571-RG2600-CPO26207
2442	ENSR3.0.66.30-IS5-RMRG40571-RG2600-CPO27320
2415	ENSR3.0.66.30-IS5-RMRG40571-RG2600-CPO2789
2186	ENSR3.0.66.30-IS5-RMRG40571-RG2600-CPO2795
1822	ENSR3.0.66.30-IS5-RMRG40571-RG2600-CPO3273
2276	ENSR3.0.66.30-IS5-RMRG40571-RG2600-CPO3374
1888	ENSR3.0.66.30-IS5-RMRG40571-RG2600-CPO4929
2204	ENSR3.0.66.30-IS5-RMRG40571-RG2600-CPO6802
2277	ENSR3.0.66.30-IS5-RMRG40890-RG2600-CPO7009
1968	ENSR3.0.66.30-IS5-RMRG40891-RG2600-CPO1322
2224	ENSR3.0.66.30-IS5-RMRG40891-RG2600-CPO7125
1924	ENSR3.0.66.30-IS5-RMRG40891-RG2600-CPO9762
2198	ENSR3.0.66.30-IS5-RMRG40892-RG2600-CPO14854
2199	ENSR3.0.66.30-IS5-RMRG40892-RG2600-CPO18208
1941	ENSR3.0.66.30-IS5-RMRG40893-RG2600-CPO24099
2148	ENSR3.0.66.30-IS5-RMRG40893-RG2600-CPO27031
2054	ENSR3.0.66.30-IS5-RMRG40895-RG2600-CPO28730
2258	ENSR3.0.66.30-IS5-RMRG40895-RG2600-CPO29272
1981	ENSR3.0.66.30-IS5-RMRG40897-RG2600-CPO13676
2249	ENSR3.0.66.30-IS5-RMRG40897-RG2600-CPO1440
2146	ENSR3.0.66.30-IS5-RMRG40897-RG2600-CPO28730
2251	ENSR3.0.66.30-IS5-RMRG40898-RG2600-CPO13722
2095	ENSR3.0.66.30-IS5-RMRG40898-RG2600-CPO16501
2126	ENSR3.0.66.30-IS5-RMRG40898-RG2600-CPO24459
2180	ENSR3.0.66.30-IS5-RMRG40898-RG2600-CPO3332
2070	ENSR3.0.66.30-IS5-RMRG40910-RG2600-CPO1046
2278	ENSR3.0.66.30-IS5-RMRG83-RG2600-CPO15171
1788	ENSR3.0.66.30-IS9-RMRG40040-RG2490-CPO15949
1779	ENSR3.0.66.30-IS9-RMRG40040-RG2490-CPO8204
2112	ENSR3.0.66.30-IS9-RMRG40041-RG2490-CPO1067
2206	ENSR3.0.66.30-IS9-RMRG40041-RG2490-CPO25206
1801	ENSR3.0.66.30-IS9-RMRG40041-RG2490-CPO2770
2361	ENSR3.0.66.30-IS9-RMRG40042-RG2490-CPO1418
1895	ENSR3.0.66.30-IS9-RMRG40043-RG2490-CPO16047
2158	ENSR3.0.66.30-IS9-RMRG40043-RG2490-CPO1935
1928	ENSR3.0.66.30-IS9-RMRG40043-RG2490-CPO27906
2687	ENSR3.0.66.30-IS9-RMRG40061-RG2490-CPO8699
2245	ENSR3.0.66.30-IS9-RMRG40070-RG2490-CPO24379
2374	ENSR3.0.66.30-IS9-RMRG40070-RG2490-CPO29191
2914	ENSR3.0.66.30-IS9-RMRG40180-RG2490-CPO13547
2248	ENSR3.0.66.30-IS9-RMRG40192-RG2490-CPO1152
2060	ENSR3.0.66.30-IS9-RMRG40192-RG2490-CPO16282
2004	ENSR3.0.66.30-IS9-RMRG40192-RG2490-CPO987
2855	ENSR3.0.66.30-IS9-RMRG40200-RG2490-CPO10392
2059	ENSR3.0.66.30-IS9-RMRG40200-RG2490-CPO23778
