,a_saddr_asn,a_saddr_asorg,a_saddr_lat,a_saddr_long,b_saddr_asn,b_saddr_asorg,b_saddr_lat,b_saddr_long
93018,10103,HK Broadband Network Ltd.,22.2833,114.15,395766,CloudPBX,40.7432,-75.2242
93599,395152,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,43.3512,-79.784
94680,395766,CloudPBX,40.7432,-75.2242,7018,"AT&T Services, Inc.",39.8401,-86.0548
96303,7992,Cogeco Cable,44.9001,-76.2494,395152,CloudPBX,43.6319,-79.3716
98276,393755,CloudPBX,43.6319,-79.3716,33363,"BRIGHT HOUSE NETWORKS, LLC",39.895,-86.1804
98851,395152,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,42.7597,-81.1762
103426,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.2603,-123.146
103546,33363,"BRIGHT HOUSE NETWORKS, LLC",39.895,-86.1804,393755,CloudPBX,43.6319,-79.3716
108553,812,Rogers Communications Canada Inc.,43.8582,-79.3985,393755,CloudPBX,43.6319,-79.3716
109117,20057,AT&T Mobility LLC,37.7749,-122.4194,395152,CloudPBX,43.6319,-79.3716
109974,395766,CloudPBX,40.7432,-75.2242,5769,Videotron Telecom Ltee,45.5055,-73.8789
110160,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.2478,-122.9938
111357,852,TELUS Communications Inc.,49.3597,-123.0377,395152,CloudPBX,43.6319,-79.3716
111819,6327,Shaw Communications Inc.,49.2779,-123.0908,395766,CloudPBX,40.7432,-75.2242
113403,5769,Videotron Telecom Ltee,45.5055,-73.8789,395766,CloudPBX,40.7432,-75.2242
113883,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.2175,-123.038
115834,6327,Shaw Communications Inc.,49.2175,-123.038,395152,CloudPBX,43.6319,-79.3716
116700,395152,CloudPBX,43.6319,-79.3716,13768,Cogeco Peer 1,49.2344,-123.1451
117213,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,52.3834,-113.7853
121323,395152,CloudPBX,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",41.6045,-87.9956
123113,395152,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.3333,-82.0
123226,7992,Cogeco Cable,42.3333,-82.0,395152,CloudPBX,43.6319,-79.3716
123479,393755,CloudPBX,43.6319,-79.3716,393544,"Jasper Technologies, Inc.",43.6655,-79.4204
124625,395152,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.6572,-79.3783
126281,395152,CloudPBX,43.6319,-79.3716,5769,Videotron Telecom Ltee,45.518299999999996,-73.5023
128259,7922,"Comcast Cable Communications, LLC",37.751,-97.822,395152,CloudPBX,43.6319,-79.3716
129332,7018,"AT&T Services, Inc.",42.1759,-83.4807,393755,CloudPBX,43.6319,-79.3716
129730,6327,Shaw Communications Inc.,49.2196,-122.6164,395766,CloudPBX,40.7432,-75.2242
132707,393755,CloudPBX,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",41.8876,-87.6368
133931,812,Rogers Communications Canada Inc.,43.6192,-79.6538,393755,CloudPBX,43.6319,-79.3716
135326,6327,Shaw Communications Inc.,49.2478,-122.9938,395152,CloudPBX,43.6319,-79.3716
135737,812,Rogers Communications Canada Inc.,43.6192,-79.6538,395766,CloudPBX,40.7432,-75.2242
138138,852,TELUS Communications Inc.,53.55,-113.5,395152,CloudPBX,43.6319,-79.3716
143268,395152,CloudPBX,43.6319,-79.3716,577,Bell Canada,43.8333,-79.5
143378,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,51.0876,-114.0214
145749,7922,"Comcast Cable Communications, LLC",42.3539,-83.212,393755,CloudPBX,43.6319,-79.3716
145995,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,53.5428,-113.4974
146313,6327,Shaw Communications Inc.,49.2779,-123.0908,395152,CloudPBX,43.6319,-79.3716
146387,393755,CloudPBX,43.6319,-79.3716,19171,Stargate Connections Inc.,49.2866,-123.1158
147149,18809,Cable Onda,8.9936,-79.5197,395766,CloudPBX,40.7432,-75.2242
147595,393755,CloudPBX,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",42.3539,-83.212
148029,812,Rogers Communications Canada Inc.,49.8833,-97.1667,395152,CloudPBX,43.6319,-79.3716
149171,7992,Cogeco Cable,44.1665,-77.4037,393755,CloudPBX,43.6319,-79.3716
149453,262227,Claro Panamá S.A.,8.8803,-79.7833,395152,CloudPBX,43.6319,-79.3716
149894,395766,CloudPBX,40.7432,-75.2242,6079,RCN,42.0382,-87.7285
151327,33544,WiLine Networks Inc.,32.7191,-117.1607,395152,CloudPBX,43.6319,-79.3716
151527,19108,Suddenlink Communications,36.8788,-93.7206,393755,CloudPBX,43.6319,-79.3716
156639,577,Bell Canada,46.7749,-71.3344,395152,CloudPBX,43.6319,-79.3716
158495,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.5588,-80.3004
158726,33363,"BRIGHT HOUSE NETWORKS, LLC",39.9738,-86.1765,395766,CloudPBX,40.7432,-75.2242
159268,393755,CloudPBX,43.6319,-79.3716,33363,"BRIGHT HOUSE NETWORKS, LLC",39.9738,-86.1765
160015,395766,CloudPBX,40.7432,-75.2242,40788,Start Communications,42.9888,-82.3592
160974,6327,Shaw Communications Inc.,49.2275,-122.9301,395766,CloudPBX,40.7432,-75.2242
161750,33363,"BRIGHT HOUSE NETWORKS, LLC",40.5099,-85.6264,393755,CloudPBX,43.6319,-79.3716
163329,395766,CloudPBX,40.7432,-75.2242,7992,Cogeco Cable,42.9578,-82.2777
164883,5769,Videotron Telecom Ltee,47.8304,-69.5342,395766,CloudPBX,40.7432,-75.2242
164921,7018,"AT&T Services, Inc.",41.8802,-87.7566,395766,CloudPBX,40.7432,-75.2242
169186,812,Rogers Communications Canada Inc.,42.7597,-81.1762,395152,CloudPBX,43.6319,-79.3716
170451,395152,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.2055,-79.9004
170465,33363,"BRIGHT HOUSE NETWORKS, LLC",39.9738,-86.1765,393755,CloudPBX,43.6319,-79.3716
177463,6327,Shaw Communications Inc.,50.1208,-122.9544,395152,CloudPBX,43.6319,-79.3716
180323,855,Bell Canada,45.2308,-66.0953,393755,CloudPBX,43.6319,-79.3716
185108,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.2666,-123.1976
189846,393755,CloudPBX,43.6319,-79.3716,5769,Videotron Telecom Ltee,45.504,-73.5747
190273,393755,CloudPBX,43.6319,-79.3716,6171,WorldGate,53.4914,-113.4802
190777,25668,Cipherkey Exchange Corp.,49.35,-123.0679,395152,CloudPBX,43.6319,-79.3716
195384,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.2866,-123.1158
195503,5769,Videotron Telecom Ltee,45.45,-73.75,395766,CloudPBX,40.7432,-75.2242
196329,6327,Shaw Communications Inc.,49.8928,-119.4852,395152,CloudPBX,43.6319,-79.3716
198375,395152,CloudPBX,43.6319,-79.3716,25668,Cipherkey Exchange Corp.,49.35,-123.0679
209229,395766,CloudPBX,40.7432,-75.2242,33363,"BRIGHT HOUSE NETWORKS, LLC",39.895,-86.1804
210103,15290,Allstream Corp.,43.5924,-79.7611,393755,CloudPBX,43.6319,-79.3716
211936,852,TELUS Communications Inc.,51.0242,-114.1004,393755,CloudPBX,43.6319,-79.3716
214796,395152,CloudPBX,43.6319,-79.3716,36522,BELL MOBILITY INC.,49.1285,-122.6236
215341,36522,BELL MOBILITY INC.,49.1285,-122.6236,395152,CloudPBX,43.6319,-79.3716
216210,22995,Xplornet Communications Inc.,46.2801,-79.4502,395152,CloudPBX,43.6319,-79.3716
220435,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.25,-123.1333
222284,18809,Cable Onda,8.9936,-79.5197,395152,CloudPBX,43.6319,-79.3716
223786,7018,"AT&T Services, Inc.",42.203,-83.3166,393755,CloudPBX,43.6319,-79.3716
224683,393755,CloudPBX,43.6319,-79.3716,35911,Telebec,48.1002,-77.7828
236474,395152,CloudPBX,43.6319,-79.3716,11478,Openface Inc.,45.4805,-73.5554
238537,395766,CloudPBX,40.7432,-75.2242,7922,"Comcast Cable Communications, LLC",39.2575,-76.4951
238556,40788,Start Communications,43.2055,-79.9004,395152,CloudPBX,43.6319,-79.3716
239028,393755,CloudPBX,43.6319,-79.3716,36522,BELL MOBILITY INC.,43.4389,-80.2649
242488,395766,CloudPBX,40.7432,-75.2242,33363,"BRIGHT HOUSE NETWORKS, LLC",39.7851,-86.1665
246269,393755,CloudPBX,43.6319,-79.3716,19171,Stargate Connections Inc.,49.2397,-123.0407
249257,7922,"Comcast Cable Communications, LLC",26.1489,-80.1257,395766,CloudPBX,40.7432,-75.2242
251306,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.8928,-119.4852
256293,393755,CloudPBX,43.6319,-79.3716,21928,"T-Mobile USA, Inc.",39.7428,-104.8997
257150,855,Bell Canada,47.5986,-52.6926,393755,CloudPBX,43.6319,-79.3716
261895,6327,Shaw Communications Inc.,49.076,-121.9883,395152,CloudPBX,43.6319,-79.3716
262208,11814,DISTRIBUTEL COMMUNICATIONS LTD.,43.648,-79.4177,395152,CloudPBX,43.6319,-79.3716
264114,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.076,-121.9883
266108,36522,BELL MOBILITY INC.,44.4548,-79.7352,393755,CloudPBX,43.6319,-79.3716
267792,395766,CloudPBX,40.7432,-75.2242,7018,"AT&T Services, Inc.",39.9738,-86.1765
274548,395152,CloudPBX,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",26.1489,-80.1257
275995,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,43.8719,-78.9378
276836,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,51.0419,-114.2
277077,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,48.4777,-123.3658
279344,395766,CloudPBX,40.7432,-75.2242,40191,ZEROFAIL,45.4987,-73.5793
280613,7922,"Comcast Cable Communications, LLC",39.3656,-76.6199,393755,CloudPBX,43.6319,-79.3716
280714,812,Rogers Communications Canada Inc.,44.5168,-80.0164,395766,CloudPBX,40.7432,-75.2242
280715,395766,CloudPBX,40.7432,-75.2242,15128,Comwave Telecom Inc.,43.0233,-81.1643
282125,395152,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.9998,-82.3926
282571,393755,CloudPBX,43.6319,-79.3716,14663,TELUS Communications Inc.,43.6319,-79.3716
282742,7992,Cogeco Cable,42.9998,-82.3926,395152,CloudPBX,43.6319,-79.3716
282972,395152,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.9578,-82.2777
283581,40788,Start Communications,42.8909,-81.3236,393755,CloudPBX,43.6319,-79.3716
283881,25668,Cipherkey Exchange Corp.,49.1836,-123.1168,395152,CloudPBX,43.6319,-79.3716
285979,393755,CloudPBX,43.6319,-79.3716,7018,"AT&T Services, Inc.",41.8802,-87.7566
286144,6327,Shaw Communications Inc.,52.3834,-113.7853,393755,CloudPBX,43.6319,-79.3716
286936,852,TELUS Communications Inc.,43.6655,-79.4204,395152,CloudPBX,43.6319,-79.3716
288701,35911,Telebec,48.1002,-77.7828,395766,CloudPBX,40.7432,-75.2242
291516,577,Bell Canada,43.8113,-79.193,395152,CloudPBX,43.6319,-79.3716
291812,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.6605,-79.4633
292222,7992,Cogeco Cable,42.9888,-82.3592,395152,CloudPBX,43.6319,-79.3716
293552,33544,WiLine Networks Inc.,32.7191,-117.1607,393755,CloudPBX,43.6319,-79.3716
295243,40788,Start Communications,43.6605,-79.4633,393755,CloudPBX,43.6319,-79.3716
297652,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,43.6655,-79.4204
298747,13768,Cogeco Peer 1,43.6021,-79.5402,393755,CloudPBX,43.6319,-79.3716
305291,577,Bell Canada,43.8113,-79.193,393755,CloudPBX,43.6319,-79.3716
305419,395152,CloudPBX,43.6319,-79.3716,577,Bell Canada,43.8113,-79.193
305521,22652,Fibrenoire Inc.,43.6564,-79.386,395152,CloudPBX,43.6319,-79.3716
306000,852,TELUS Communications Inc.,49.8625,-119.5833,395152,CloudPBX,43.6319,-79.3716
306767,852,TELUS Communications Inc.,49.7002,-123.156,395152,CloudPBX,43.6319,-79.3716
308791,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,48.9682,-54.5906
308831,812,Rogers Communications Canada Inc.,48.9682,-54.5906,393755,CloudPBX,43.6319,-79.3716
314192,852,TELUS Communications Inc.,49.0331,-123.0877,393755,CloudPBX,43.6319,-79.3716
314443,40029,Novus Entertainment Inc.,49.2788,-123.1139,395766,CloudPBX,40.7432,-75.2242
314450,852,TELUS Communications Inc.,49.2666,-123.1976,395766,CloudPBX,40.7432,-75.2242
318540,855,Bell Canada,47.5194,-52.8122,393755,CloudPBX,43.6319,-79.3716
320209,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.2001,-79.5663
320802,7992,Cogeco Cable,42.9578,-82.2777,395152,CloudPBX,43.6319,-79.3716
320866,40788,Start Communications,43.2783,-79.8344,393755,CloudPBX,43.6319,-79.3716
321587,40788,Start Communications,43.2001,-79.5663,393755,CloudPBX,43.6319,-79.3716
323078,393755,CloudPBX,43.6319,-79.3716,20057,AT&T Mobility LLC,41.8483,-87.6517
325636,40788,Start Communications,43.6861,-79.4025,393755,CloudPBX,43.6319,-79.3716
331399,812,Rogers Communications Canada Inc.,47.5986,-52.6926,393755,CloudPBX,43.6319,-79.3716
332647,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.6861,-79.4025
333982,7018,"AT&T Services, Inc.",39.8227,-86.145,393755,CloudPBX,43.6319,-79.3716
335544,855,Bell Canada,47.5167,-52.7833,393755,CloudPBX,43.6319,-79.3716
335834,7992,Cogeco Cable,42.2767,-83.0793,395766,CloudPBX,40.7432,-75.2242
336149,577,Bell Canada,43.9251,-78.8287,395766,CloudPBX,40.7432,-75.2242
340019,852,TELUS Communications Inc.,49.0331,-123.0877,395766,CloudPBX,40.7432,-75.2242
341439,6327,Shaw Communications Inc.,49.1064,-122.8251,393755,CloudPBX,43.6319,-79.3716
344627,7922,"Comcast Cable Communications, LLC",41.6045,-87.9956,395152,CloudPBX,43.6319,-79.3716
351407,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,43.6861,-79.4025
357565,395766,CloudPBX,40.7432,-75.2242,20453,Rogers Communications Canada Inc.,43.6404,-79.3995
358210,19171,Stargate Connections Inc.,49.2397,-123.0407,393755,CloudPBX,43.6319,-79.3716
361636,852,TELUS Communications Inc.,49.2302,-122.9952,395152,CloudPBX,43.6319,-79.3716
363275,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.2783,-79.8344
365625,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,45.6167,-73.75
371008,15290,Allstream Corp.,43.6655,-79.4204,393755,CloudPBX,43.6319,-79.3716
375376,395766,CloudPBX,40.7432,-75.2242,7018,"AT&T Services, Inc.",39.8227,-86.145
375473,395766,CloudPBX,40.7432,-75.2242,33363,"BRIGHT HOUSE NETWORKS, LLC",40.5099,-85.6264
380932,6327,Shaw Communications Inc.,49.3167,-122.7384,393755,CloudPBX,43.6319,-79.3716
384961,7922,"Comcast Cable Communications, LLC",26.1489,-80.1257,395152,CloudPBX,43.6319,-79.3716
391211,6327,Shaw Communications Inc.,48.4167,-123.365,395152,CloudPBX,43.6319,-79.3716
392376,395766,CloudPBX,40.7432,-75.2242,6171,WorldGate,53.55,-113.5
393189,852,TELUS Communications Inc.,49.1661,-122.5792,395152,CloudPBX,43.6319,-79.3716
399117,393755,CloudPBX,43.6319,-79.3716,36522,BELL MOBILITY INC.,44.4548,-79.7352
400521,28573,CLARO S.A.,-22.8751,-43.2775,395152,CloudPBX,43.6319,-79.3716
403892,393755,CloudPBX,43.6319,-79.3716,20115,Charter Communications,43.3208,-88.0314
408001,1403,EBOX,45.5009,-73.5877,395152,CloudPBX,43.6319,-79.3716
410964,393755,CloudPBX,43.6319,-79.3716,577,Bell Canada,44.4001,-79.6663
411753,577,Bell Canada,44.4001,-79.6663,393755,CloudPBX,43.6319,-79.3716
415426,393755,CloudPBX,43.6319,-79.3716,855,Bell Canada,45.0691,-64.4696
424438,6327,Shaw Communications Inc.,49.1285,-122.6236,395152,CloudPBX,43.6319,-79.3716
430490,40788,Start Communications,43.623,-79.3936,395766,CloudPBX,40.7432,-75.2242
430957,812,Rogers Communications Canada Inc.,51.1047,-114.1148,395152,CloudPBX,43.6319,-79.3716
433592,40788,Start Communications,43.6572,-79.3783,395152,CloudPBX,43.6319,-79.3716
438420,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.812,-119.5076
442366,6327,Shaw Communications Inc.,49.812,-119.5076,393755,CloudPBX,43.6319,-79.3716
442372,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.0374,-122.8299
447810,852,TELUS Communications Inc.,43.6655,-79.4204,395766,CloudPBX,40.7432,-75.2242
452022,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.2475,-123.121
453626,852,TELUS Communications Inc.,49.0374,-122.8299,393755,CloudPBX,43.6319,-79.3716
457552,6327,Shaw Communications Inc.,49.2196,-122.6164,395152,CloudPBX,43.6319,-79.3716
457594,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.812,-119.5076
463334,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.8928,-119.4852
464463,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.2196,-122.6164
464539,6327,Shaw Communications Inc.,49.8928,-119.4852,393755,CloudPBX,43.6319,-79.3716
468596,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.262,-123.0923
468913,812,Rogers Communications Canada Inc.,43.6656,-79.383,395766,CloudPBX,40.7432,-75.2242
479867,393755,CloudPBX,43.6319,-79.3716,33363,"BRIGHT HOUSE NETWORKS, LLC",40.0698,-85.9817
482123,812,Rogers Communications Canada Inc.,43.6192,-79.6538,395152,CloudPBX,43.6319,-79.3716
483270,36522,BELL MOBILITY INC.,43.4389,-80.2649,395766,CloudPBX,40.7432,-75.2242
483799,33363,"BRIGHT HOUSE NETWORKS, LLC",40.0698,-85.9817,395766,CloudPBX,40.7432,-75.2242
490501,19397,ACN,43.8669,-79.4414,393755,CloudPBX,43.6319,-79.3716
492517,812,Rogers Communications Canada Inc.,43.6572,-79.3783,393755,CloudPBX,43.6319,-79.3716
492995,577,Bell Canada,43.8769,-79.2686,395766,CloudPBX,40.7432,-75.2242
497869,395152,CloudPBX,43.6319,-79.3716,36522,BELL MOBILITY INC.,53.55,-113.5
507910,6327,Shaw Communications Inc.,48.4777,-123.3658,393755,CloudPBX,43.6319,-79.3716
514445,393755,CloudPBX,43.6319,-79.3716,11260,EastLink,45.0963,-63.4701
519264,393755,CloudPBX,43.6319,-79.3716,5769,Videotron Telecom Ltee,45.518299999999996,-73.5023
530594,36077,Dynamic ASP Inc.,44.6533,-63.6675,393755,CloudPBX,43.6319,-79.3716
533828,6327,Shaw Communications Inc.,53.4617,-113.371,393755,CloudPBX,43.6319,-79.3716
534719,395766,CloudPBX,40.7432,-75.2242,33363,"BRIGHT HOUSE NETWORKS, LLC",40.0698,-85.9817
536330,393755,CloudPBX,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",41.8251,-88.2049
539683,36522,BELL MOBILITY INC.,49.1285,-122.6236,393755,CloudPBX,43.6319,-79.3716
543293,812,Rogers Communications Canada Inc.,49.2788,-123.1139,395152,CloudPBX,43.6319,-79.3716
545086,6327,Shaw Communications Inc.,49.812,-119.5076,395152,CloudPBX,43.6319,-79.3716
555569,11260,EastLink,45.0963,-63.4701,395152,CloudPBX,43.6319,-79.3716
562854,5645,"TekSavvy Solutions, Inc.",42.9976,-81.2563,395152,CloudPBX,43.6319,-79.3716
566919,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,51.0242,-114.1004
567351,6327,Shaw Communications Inc.,49.6346,-122.038,395152,CloudPBX,43.6319,-79.3716
567436,1403,EBOX,43.6564,-79.386,395766,CloudPBX,40.7432,-75.2242
574070,395152,CloudPBX,43.6319,-79.3716,11814,DISTRIBUTEL COMMUNICATIONS LTD.,43.648,-79.4177
579654,6327,Shaw Communications Inc.,49.2833,-123.1298,393755,CloudPBX,43.6319,-79.3716
594718,36077,Dynamic ASP Inc.,44.6533,-63.6675,395766,CloudPBX,40.7432,-75.2242
595800,36077,Dynamic ASP Inc.,44.6533,-63.6675,395152,CloudPBX,43.6319,-79.3716
615219,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.2779,-123.0908
630773,395152,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.3167,-82.9
637338,6327,Shaw Communications Inc.,49.4806,-119.5858,395152,CloudPBX,43.6319,-79.3716
641976,5769,Videotron Telecom Ltee,45.504,-73.5747,393755,CloudPBX,43.6319,-79.3716
643202,395152,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,43.0443,-81.2391
646530,395152,CloudPBX,43.6319,-79.3716,11260,EastLink,45.0963,-63.4701
647502,6327,Shaw Communications Inc.,49.1836,-123.1168,395152,CloudPBX,43.6319,-79.3716
648574,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.1836,-123.1168
656693,7018,"AT&T Services, Inc.",39.1604,-119.8618,395152,CloudPBX,43.6319,-79.3716
657674,395152,CloudPBX,43.6319,-79.3716,7018,"AT&T Services, Inc.",39.1604,-119.8618
682485,852,TELUS Communications Inc.,49.2551,-123.0667,395152,CloudPBX,43.6319,-79.3716
684531,812,Rogers Communications Canada Inc.,49.2475,-123.121,395152,CloudPBX,43.6319,-79.3716
688457,30466,Cable Axion Digitel Inc.,45.3168,-72.6491,393755,CloudPBX,43.6319,-79.3716
689228,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.6655,-79.4378
694655,40788,Start Communications,43.6655,-79.4378,393755,CloudPBX,43.6319,-79.3716
701170,395152,CloudPBX,43.6319,-79.3716,22995,Xplornet Communications Inc.,46.2801,-79.4502
709629,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.17,-123.1368
710394,395766,CloudPBX,40.7432,-75.2242,852,TELUS Communications Inc.,49.0791,-122.7553
711556,57169,EDIS GmbH,48.2,16.3667,395766,CloudPBX,40.7432,-75.2242
712157,7922,"Comcast Cable Communications, LLC",34.1036,-84.6374,395766,CloudPBX,40.7432,-75.2242
712763,40788,Start Communications,43.0123,-81.2307,393755,CloudPBX,43.6319,-79.3716
726264,7992,Cogeco Cable,42.95,-82.1167,395766,CloudPBX,40.7432,-75.2242
727883,33363,"BRIGHT HOUSE NETWORKS, LLC",40.0698,-85.9817,393755,CloudPBX,43.6319,-79.3716
740651,812,Rogers Communications Canada Inc.,43.6496,-79.3833,395152,CloudPBX,43.6319,-79.3716
740831,395152,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.623,-79.3936
746341,395152,CloudPBX,43.6319,-79.3716,15122,Point to Point Broadband Inc.,44.4548,-79.7352
747947,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.2551,-123.0667
753172,395766,CloudPBX,40.7432,-75.2242,855,Bell Canada,47.5986,-52.6926
756689,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,53.5185,-113.6579
758428,7992,Cogeco Cable,44.1665,-77.4037,395766,CloudPBX,40.7432,-75.2242
760002,15128,Comwave Telecom Inc.,44.0168,-78.3995,395152,CloudPBX,43.6319,-79.3716
760037,40788,Start Communications,42.9976,-81.2563,395766,CloudPBX,40.7432,-75.2242
760405,36493,FIBERNETICS CORPORATION,43.5637,-79.7202,395152,CloudPBX,43.6319,-79.3716
760892,15128,Comwave Telecom Inc.,44.0168,-78.3995,395766,CloudPBX,40.7432,-75.2242
761529,40788,Start Communications,43.6572,-79.3783,395766,CloudPBX,40.7432,-75.2242
761757,40788,Start Communications,43.623,-79.3936,395152,CloudPBX,43.6319,-79.3716
762109,15128,Comwave Telecom Inc.,43.0233,-81.1643,395152,CloudPBX,43.6319,-79.3716
762307,395152,CloudPBX,43.6319,-79.3716,25668,Cipherkey Exchange Corp.,49.2302,-122.9952
763051,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.2275,-122.9301
763074,33363,"BRIGHT HOUSE NETWORKS, LLC",40.0698,-85.9817,395152,CloudPBX,43.6319,-79.3716
763536,25668,Cipherkey Exchange Corp.,49.2302,-122.9952,395152,CloudPBX,43.6319,-79.3716
763869,5769,Videotron Telecom Ltee,45.5528,-73.6411,395152,CloudPBX,43.6319,-79.3716
763887,812,Rogers Communications Canada Inc.,42.7597,-81.1762,395766,CloudPBX,40.7432,-75.2242
763888,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,42.7597,-81.1762
763977,812,Rogers Communications Canada Inc.,44.3572,-79.6929,395766,CloudPBX,40.7432,-75.2242
763981,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,44.6087,-79.4207
764403,22773,Cox Communications Inc.,33.5076,-112.0583,395766,CloudPBX,40.7432,-75.2242
764698,7992,Cogeco Cable,42.2767,-83.0793,395152,CloudPBX,43.6319,-79.3716
764930,812,Rogers Communications Canada Inc.,44.6087,-79.4207,395152,CloudPBX,43.6319,-79.3716
767037,395766,CloudPBX,40.7432,-75.2242,7992,Cogeco Cable,44.1665,-77.4037
768074,812,Rogers Communications Canada Inc.,43.0443,-81.2391,395152,CloudPBX,43.6319,-79.3716
771244,15128,Comwave Telecom Inc.,43.0233,-81.1643,395766,CloudPBX,40.7432,-75.2242
771652,393755,CloudPBX,43.6319,-79.3716,855,Bell Canada,47.483,-52.8415
773110,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,50.1208,-122.9544
773133,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.0997,-122.6526
786047,6327,Shaw Communications Inc.,49.3231,-122.8626,395152,CloudPBX,43.6319,-79.3716
786789,812,Rogers Communications Canada Inc.,53.55,-113.5,395152,CloudPBX,43.6319,-79.3716
787670,5769,Videotron Telecom Ltee,45.5864,-73.6082,393755,CloudPBX,43.6319,-79.3716
787850,40029,Novus Entertainment Inc.,49.2788,-123.1139,393755,CloudPBX,43.6319,-79.3716
802589,577,Bell Canada,46.7589,-71.298,395766,CloudPBX,40.7432,-75.2242
807192,393755,CloudPBX,43.6319,-79.3716,577,Bell Canada,46.7589,-71.298
808418,395766,CloudPBX,40.7432,-75.2242,577,Bell Canada,46.7589,-71.298
810476,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.6,-119.6667
814932,7018,"AT&T Services, Inc.",39.1604,-119.8618,395766,CloudPBX,40.7432,-75.2242
815980,852,TELUS Communications Inc.,49.2551,-123.0667,393755,CloudPBX,43.6319,-79.3716
818174,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.4806,-119.5858
820082,6327,Shaw Communications Inc.,53.4617,-113.371,395152,CloudPBX,43.6319,-79.3716
824429,395152,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.2271,-79.871
834393,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,53.7168,-113.2187
842702,812,Rogers Communications Canada Inc.,49.274,-123.0074,395152,CloudPBX,43.6319,-79.3716
